Sl no,Student id,Name,Branch,Group,Slot 1,Slot 2,Slot 3,Venue
692,1RV26DS008,Nikhil Kumar,DS,A,9:15 AM - 10:30 AM,10:30 AM - 11:00 AM,11:00 AM - 11:45 AM,ece
693,1RV26DS009,Krishna Reddy,DS,A,9:15 AM - 10:30 AM,10:30 AM - 11:00 AM,11:00 AM - 11:45 AM,ece
694,1RV26DS010,Nikhil Pawar,DS,A,9:15 AM - 10:30 AM,10:30 AM - 11:00 AM,11:00 AM - 11:45 AM,ece
695,1RV26DS011,Aryan Kumar,DS,A,9:15 AM - 10:30 AM,10:30 AM - 11:00 AM,11:00 AM - 11:45 AM,ete
696,1RV26DS012,Diya Kapoor,DS,A,9:15 AM - 10:30 AM,10:30 AM - 11:00 AM,11:00 AM - 11:45 AM,ece
697,1RV26DS013,Rohan Desai,DS,B,9:15 AM - 10:30 AM,,,civil
698,1RV26DS014,Arjun Hegde,DS,B,9:15 AM - 10:30 AM,,,chemical
699,1RV26DS015,Yash Kumar,DS,A,9:15 AM - 10:30 AM,10:30 AM - 11:00 AM,11:00 AM - 11:45 AM,ete
700,1RV26DS016,Madhav Reddy,DS,B,9:15 AM - 10:30 AM,,,chemical
701,1RV26DS017,Nikhil Kulkarni,DS,A,9:15 AM - 10:30 AM,10:30 AM - 11:00 AM,11:00 AM - 11:45 AM,ise
702,1RV26DS018,Shashank Joshi,DS,A,9:15 AM - 10:30 AM,10:30 AM - 11:00 AM,11:00 AM - 11:45 AM,ise
703,1RV26DS019,Charvi Das,DS,B,9:15 AM - 10:30 AM,,,chemical
704,1RV26DS020,Meera Verma,DS,B,9:15 AM - 10:30 AM,,,chemical
705,1RV26DS021,Divya Pandey,DS,A,9:15 AM - 10:30 AM,10:30 AM - 11:00 AM,11:00 AM - 11:45 AM,ece
706,1RV26DS022,Krishna Das,DS,A,9:15 AM - 10:30 AM,10:30 AM - 11:00 AM,11:00 AM - 11:45 AM,classroom 1
707,1RV26DS023,Pooja Hegde,DS,A,9:15 AM - 10:30 AM,10:30 AM - 11:00 AM,11:00 AM - 11:45 AM,ete
708,1RV26DS024,Shruti Das,DS,A,9:15 AM - 10:30 AM,10:30 AM - 11:00 AM,11:00 AM - 11:45 AM,ete
709,1RV26DS025,Sanjana Kulkarni,DS,A,9:15 AM - 10:30 AM,10:30 AM - 11:00 AM,11:00 AM - 11:45 AM,ise
710,1RV26DS026,Tejas Hegde,DS,B,9:15 AM - 10:30 AM,,,mca
711,1RV26DS027,Shruti Reddy,DS,B,9:15 AM - 10:30 AM,,,mca
712,1RV26DS028,Diya Mehta,DS,B,9:15 AM - 10:30 AM,,,mca
713,1RV26DS029,Sneha Patil,DS,B,9:15 AM - 10:30 AM,,,bt
714,1RV26DS030,Anjali Chauhan,DS,A,9:15 AM - 10:30 AM,10:30 AM - 11:00 AM,11:00 AM - 11:45 AM,ise
715,1RV26DS031,Nandini Shetty,DS,B,9:15 AM - 10:30 AM,,,classroom 3
716,1RV26DS032,Sanjana Sharma,DS,A,9:15 AM - 10:30 AM,10:30 AM - 11:00 AM,11:00 AM - 11:45 AM,classroom 1
717,1RV26DS033,Ishan Jain,DS,A,9:15 AM - 10:30 AM,10:30 AM - 11:00 AM,11:00 AM - 11:45 AM,classroom 2
718,1RV26DS034,Pragya Reddy,DS,A,9:15 AM - 10:30 AM,10:30 AM - 11:00 AM,11:00 AM - 11:45 AM,classroom 2
719,1RV26DS035,Naveen Soni,DS,B,9:15 AM - 10:30 AM,,,mca
720,1RV26DS036,Varun Pawar,DS,B,9:15 AM - 10:30 AM,,,bt
721,1RV26DS037,Dev Kapoor,DS,B,9:15 AM - 10:30 AM,,,classroom 3
722,1RV26ECE001,Pranav Naik,ECE,A,9:15 AM - 10:30 AM,10:30 AM - 11:00 AM,11:00 AM - 11:45 AM,ece
723,1RV26ECE002,Dhruv Naik,ECE,A,9:15 AM - 10:30 AM,10:30 AM - 11:00 AM,11:00 AM - 11:45 AM,ece
724,1RV26ECE003,Anjali Bhat,ECE,B,9:15 AM - 10:30 AM,,,civil
725,1RV26ECE004,Siddharth Nair,ECE,A,9:15 AM - 10:30 AM,10:30 AM - 11:00 AM,11:00 AM - 11:45 AM,ece
726,1RV26ECE005,Anjali Rao,ECE,A,9:15 AM - 10:30 AM,10:30 AM - 11:00 AM,11:00 AM - 11:45 AM,ece
727,1RV26ECE006,Harini Hegde,ECE,A,9:15 AM - 10:30 AM,10:30 AM - 11:00 AM,11:00 AM - 11:45 AM,ece
728,1RV26ECE007,Harsh Mehta,ECE,B,9:15 AM - 10:30 AM,,,civil
729,1RV26ECE008,Naveen Kapoor,ECE,B,9:15 AM - 10:30 AM,,,civil
730,1RV26ECE009,Rohan Shetty,ECE,B,9:15 AM - 10:30 AM,,,civil
731,1RV26ECE010,Tanvi Joshi,ECE,B,9:15 AM - 10:30 AM,,,civil
732,1RV26ECE011,Ishita Mehta,ECE,A,9:15 AM - 10:30 AM,10:30 AM - 11:00 AM,11:00 AM - 11:45 AM,ece
733,1RV26ECE012,Riya Mehta,ECE,B,9:15 AM - 10:30 AM,,,civil
734,1RV26ECE013,Madhav Desai,ECE,B,9:15 AM - 10:30 AM,,,civil
735,1RV26ECE014,Riya Gowda,ECE,A,9:15 AM - 10:30 AM,10:30 AM - 11:00 AM,11:00 AM - 11:45 AM,ece
736,1RV26ECE015,Madhav Patil,ECE,A,9:15 AM - 10:30 AM,10:30 AM - 11:00 AM,11:00 AM - 11:45 AM,ece
737,1RV26ECE016,Sai Patil,ECE,A,9:15 AM - 10:30 AM,10:30 AM - 11:00 AM,11:00 AM - 11:45 AM,ece
738,1RV26ECE017,Naveen Hegde,ECE,A,9:15 AM - 10:30 AM,10:30 AM - 11:00 AM,11:00 AM - 11:45 AM,ece
739,1RV26ECE018,Aman Gupta,ECE,A,9:15 AM - 10:30 AM,10:30 AM - 11:00 AM,11:00 AM - 11:45 AM,ece
740,1RV26ECE019,Priya Soni,ECE,A,9:15 AM - 10:30 AM,10:30 AM - 11:00 AM,11:00 AM - 11:45 AM,ece
741,1RV26ECE020,Sahana Naik,ECE,A,9:15 AM - 10:30 AM,10:30 AM - 11:00 AM,11:00 AM - 11:45 AM,ece
742,1RV26ECE021,Bhavana Patil,ECE,B,9:15 AM - 10:30 AM,,,civil
743,1RV26ECE022,Dev Gowda,ECE,B,9:15 AM - 10:30 AM,,,civil
744,1RV26ECE023,Aarav Joshi,ECE,A,9:15 AM - 10:30 AM,10:30 AM - 11:00 AM,11:00 AM - 11:45 AM,ece
745,1RV26ECE024,Divya Sharma,ECE,A,9:15 AM - 10:30 AM,10:30 AM - 11:00 AM,11:00 AM - 11:45 AM,ece
746,1RV26ECE025,Ishita Naik,ECE,A,9:15 AM - 10:30 AM,10:30 AM - 11:00 AM,11:00 AM - 11:45 AM,ece
747,1RV26ECE026,Bhavana Shetty,ECE,B,9:15 AM - 10:30 AM,,,civil
748,1RV26ECE027,Bhavana Kale,ECE,A,9:15 AM - 10:30 AM,10:30 AM - 11:00 AM,11:00 AM - 11:45 AM,ece
749,1RV26ECE028,Anirudh Soni,ECE,A,9:15 AM - 10:30 AM,10:30 AM - 11:00 AM,11:00 AM - 11:45 AM,ece
750,1RV26ECE029,Shashank Kale,ECE,B,9:15 AM - 10:30 AM,,,civil
751,1RV26ECE030,Siddharth Gowda,ECE,A,9:15 AM - 10:30 AM,10:30 AM - 11:00 AM,11:00 AM - 11:45 AM,ece
752,1RV26ECE031,Aditi Soni,ECE,A,9:15 AM - 10:30 AM,10:30 AM - 11:00 AM,11:00 AM - 11:45 AM,ece
753,1RV26ECE032,Lakshmi Chauhan,ECE,B,9:15 AM - 10:30 AM,,,civil
754,1RV26ECE033,Anirudh Pandey,ECE,B,9:15 AM - 10:30 AM,,,civil
755,1RV26ECE034,Kunal Kumar,ECE,B,9:15 AM - 10:30 AM,,,civil
756,1RV26ECE035,Pooja Hegde,ECE,A,9:15 AM - 10:30 AM,10:30 AM - 11:00 AM,11:00 AM - 11:45 AM,ece
757,1RV26ECE036,Sanjana Jain,ECE,B,9:15 AM - 10:30 AM,,,civil
758,1RV26ECE037,Anjali Verma,ECE,B,9:15 AM - 10:30 AM,,,civil
759,1RV26ECE038,Divya Yadav,ECE,B,9:15 AM - 10:30 AM,,,civil
760,1RV26ECE039,Sneha Shetty,ECE,A,9:15 AM - 10:30 AM,10:30 AM - 11:00 AM,11:00 AM - 11:45 AM,ete
761,1RV26ECE040,Ishan Naik,ECE,B,9:15 AM - 10:30 AM,,,civil
762,1RV26ECE041,Varun Kumar,ECE,B,9:15 AM - 10:30 AM,,,civil
763,1RV26ECE042,Lakshmi Mehta,ECE,B,9:15 AM - 10:30 AM,,,civil
764,1RV26ECE043,Sneha Patil,ECE,B,9:15 AM - 10:30 AM,,,civil
765,1RV26ECE044,Manya Das,ECE,A,9:15 AM - 10:30 AM,10:30 AM - 11:00 AM,11:00 AM - 11:45 AM,ete
766,1RV26ECE045,Lakshmi Jain,ECE,B,9:15 AM - 10:30 AM,,,chemical
767,1RV26ECE046,Aman Mishra,ECE,A,9:15 AM - 10:30 AM,10:30 AM - 11:00 AM,11:00 AM - 11:45 AM,ece
768,1RV26ECE047,Harsh Verma,ECE,A,9:15 AM - 10:30 AM,10:30 AM - 11:00 AM,11:00 AM - 11:45 AM,ece
769,1RV26ECE048,Dhruv Iyer,ECE,A,9:15 AM - 10:30 AM,10:30 AM - 11:00 AM,11:00 AM - 11:45 AM,ete
770,1RV26ECE049,Nandini Sharma,ECE,A,9:15 AM - 10:30 AM,10:30 AM - 11:00 AM,11:00 AM - 11:45 AM,ete
771,1RV26ECE050,Vihaan Kulkarni,ECE,B,9:15 AM - 10:30 AM,,,civil
772,1RV26ECE051,Shashank Yadav,ECE,A,9:15 AM - 10:30 AM,10:30 AM - 11:00 AM,11:00 AM - 11:45 AM,ete
773,1RV26ECE052,Siddharth Kale,ECE,B,9:15 AM - 10:30 AM,,,chemical
774,1RV26ECE053,Vivek Pandey,ECE,A,9:15 AM - 10:30 AM,10:30 AM - 11:00 AM,11:00 AM - 11:45 AM,ete
775,1RV26ECE054,Rishi Sharma,ECE,B,9:15 AM - 10:30 AM,,,chemical
776,1RV26ECE055,Rachana Verma,ECE,A,9:15 AM - 10:30 AM,10:30 AM - 11:00 AM,11:00 AM - 11:45 AM,ete
777,1RV26ECE056,Aarav Gupta,ECE,B,9:15 AM - 10:30 AM,,,chemical
778,1RV26ECE057,Charvi Kapoor,ECE,A,9:15 AM - 10:30 AM,10:30 AM - 11:00 AM,11:00 AM - 11:45 AM,ete
779,1RV26ECE058,Ritika Soni,ECE,B,9:15 AM - 10:30 AM,,,chemical
780,1RV26ECE059,Harini Desai,ECE,B,9:15 AM - 10:30 AM,,,chemical
781,1RV26ECE060,Aarav Rao,ECE,A,9:15 AM - 10:30 AM,10:30 AM - 11:00 AM,11:00 AM - 11:45 AM,ete
782,1RV26ECE061,Charvi Nair,ECE,A,9:15 AM - 10:30 AM,10:30 AM - 11:00 AM,11:00 AM - 11:45 AM,ete
783,1RV26ECE062,Ishan Mehta,ECE,A,9:15 AM - 10:30 AM,10:30 AM - 11:00 AM,11:00 AM - 11:45 AM,ete
784,1RV26ECE063,Nikhil Mehta,ECE,A,9:15 AM - 10:30 AM,10:30 AM - 11:00 AM,11:00 AM - 11:45 AM,ete
785,1RV26ECE064,Pranav Desai,ECE,A,9:15 AM - 10:30 AM,10:30 AM - 11:00 AM,11:00 AM - 11:45 AM,ete
786,1RV26ECE065,Sneha Pawar,ECE,B,9:15 AM - 10:30 AM,,,chemical
787,1RV26ECE066,Siddharth Joshi,ECE,A,9:15 AM - 10:30 AM,10:30 AM - 11:00 AM,11:00 AM - 11:45 AM,ise
788,1RV26ECE067,Nikhil Kumar,ECE,A,9:15 AM - 10:30 AM,10:30 AM - 11:00 AM,11:00 AM - 11:45 AM,ise
789,1RV26ECE068,Aditi Pandey,ECE,A,9:15 AM - 10:30 AM,10:30 AM - 11:00 AM,11:00 AM - 11:45 AM,ete
790,1RV26ECE069,Siddharth Mishra,ECE,A,9:15 AM - 10:30 AM,10:30 AM - 11:00 AM,11:00 AM - 11:45 AM,ise
791,1RV26ECE070,Yash Bhat,ECE,A,9:15 AM - 10:30 AM,10:30 AM - 11:00 AM,11:00 AM - 11:45 AM,ise
792,1RV26ECE071,Lakshmi Kumar,ECE,B,9:15 AM - 10:30 AM,,,chemical
793,1RV26ECE072,Tejas Yadav,ECE,B,9:15 AM - 10:30 AM,,,chemical
794,1RV26ECE073,Nisha Chauhan,ECE,A,9:15 AM - 10:30 AM,10:30 AM - 11:00 AM,11:00 AM - 11:45 AM,ise
795,1RV26ECE074,Riya Soni,ECE,B,9:15 AM - 10:30 AM,,,chemical
796,1RV26ECE075,Rachana Iyer,ECE,A,9:15 AM - 10:30 AM,10:30 AM - 11:00 AM,11:00 AM - 11:45 AM,ise
797,1RV26ECE076,Bhavana Kapoor,ECE,B,9:15 AM - 10:30 AM,,,chemical
798,1RV26ECE077,Karthik Desai,ECE,A,9:15 AM - 10:30 AM,10:30 AM - 11:00 AM,11:00 AM - 11:45 AM,ise
799,1RV26ECE078,Ritika Yadav,ECE,A,9:15 AM - 10:30 AM,10:30 AM - 11:00 AM,11:00 AM - 11:45 AM,ise
800,1RV26ECE079,Ananya Joshi,ECE,B,9:15 AM - 10:30 AM,,,mca
801,1RV26ECE080,Naveen Mehta,ECE,A,9:15 AM - 10:30 AM,10:30 AM - 11:00 AM,11:00 AM - 11:45 AM,ise
802,1RV26ECE081,Shruti Joshi,ECE,B,9:15 AM - 10:30 AM,,,mca
803,1RV26ECE082,Nisha Gupta,ECE,B,9:15 AM - 10:30 AM,,,mca
804,1RV26ECE083,Shruti Jain,ECE,A,9:15 AM - 10:30 AM,10:30 AM - 11:00 AM,11:00 AM - 11:45 AM,ise
805,1RV26ECE084,Priya Pandey,ECE,A,9:15 AM - 10:30 AM,10:30 AM - 11:00 AM,11:00 AM - 11:45 AM,ise
806,1RV26ECE085,Harsh Naik,ECE,B,9:15 AM - 10:30 AM,,,chemical
807,1RV26ECE086,Krishna Sharma,ECE,B,9:15 AM - 10:30 AM,,,chemical
808,1RV26ECE087,Bhavana Pawar,ECE,B,9:15 AM - 10:30 AM,,,mca
809,1RV26ECE088,Aarohi Pawar,ECE,B,9:15 AM - 10:30 AM,,,mca
810,1RV26ECE089,Anjali Mehta,ECE,A,9:15 AM - 10:30 AM,10:30 AM - 11:00 AM,11:00 AM - 11:45 AM,ise
811,1RV26ECE090,Vaishnavi Naik,ECE,B,9:15 AM - 10:30 AM,,,mca
812,1RV26ECE091,Aman Pandey,ECE,B,9:15 AM - 10:30 AM,,,mca
813,1RV26ECE092,Ishita Mishra,ECE,A,9:15 AM - 10:30 AM,10:30 AM - 11:00 AM,11:00 AM - 11:45 AM,ise
814,1RV26ECE093,Siddharth Das,ECE,B,9:15 AM - 10:30 AM,,,mca
815,1RV26ECE094,Krishna Desai,ECE,B,9:15 AM - 10:30 AM,,,mca
816,1RV26ECE095,Sneha Das,ECE,B,9:15 AM - 10:30 AM,,,bt
817,1RV26ECE096,Sneha Chauhan,ECE,B,9:15 AM - 10:30 AM,,,bt
818,1RV26ECE097,Kunal Singh,ECE,B,9:15 AM - 10:30 AM,,,mca
819,1RV26ECE098,Naveen Patil,ECE,A,9:15 AM - 10:30 AM,10:30 AM - 11:00 AM,11:00 AM - 11:45 AM,ise
820,1RV26ECE099,Lakshmi Iyer,ECE,A,9:15 AM - 10:30 AM,10:30 AM - 11:00 AM,11:00 AM - 11:45 AM,classroom 1
821,1RV26ECE100,Manya Mishra,ECE,B,9:15 AM - 10:30 AM,,,bt
822,1RV26ECE101,Krishna Soni,ECE,A,9:15 AM - 10:30 AM,10:30 AM - 11:00 AM,11:00 AM - 11:45 AM,classroom 1
823,1RV26ECE102,Siddharth Menon,ECE,B,9:15 AM - 10:30 AM,,,mca
824,1RV26ECE103,Ishan Gupta,ECE,B,9:15 AM - 10:30 AM,,,mca
825,1RV26ECE104,Aarohi Desai,ECE,B,9:15 AM - 10:30 AM,,,bt
826,1RV26ECE105,Diya Kale,ECE,A,9:15 AM - 10:30 AM,10:30 AM - 11:00 AM,11:00 AM - 11:45 AM,classroom 1
827,1RV26ECE106,Aditya Kale,ECE,A,9:15 AM - 10:30 AM,10:30 AM - 11:00 AM,11:00 AM - 11:45 AM,classroom 1
828,1RV26ECE107,Vishal Pandey,ECE,B,9:15 AM - 10:30 AM,,,bt
829,1RV26ECE108,Nikhil Kapoor,ECE,B,9:15 AM - 10:30 AM,,,bt
830,1RV26ECE109,Nikhil Patil,ECE,A,9:15 AM - 10:30 AM,10:30 AM - 11:00 AM,11:00 AM - 11:45 AM,classroom 1
831,1RV26ECE110,Nikhil Pandey,ECE,A,9:15 AM - 10:30 AM,10:30 AM - 11:00 AM,11:00 AM - 11:45 AM,classroom 1
832,1RV26ECE111,Diya Shetty,ECE,B,9:15 AM - 10:30 AM,,,bt
833,1RV26ECE112,Varun Patil,ECE,B,9:15 AM - 10:30 AM,,,bt
834,1RV26ECE113,Vishal Kale,ECE,B,9:15 AM - 10:30 AM,,,bt
835,1RV26ECE114,Shashank Soni,ECE,B,9:15 AM - 10:30 AM,,,bt
836,1RV26ECE115,Tejas Patil,ECE,B,9:15 AM - 10:30 AM,,,bt
837,1RV26ECE116,Anirudh Mehta,ECE,B,9:15 AM - 10:30 AM,,,bt
838,1RV26ECE117,Rishi Singh,ECE,A,9:15 AM - 10:30 AM,10:30 AM - 11:00 AM,11:00 AM - 11:45 AM,classroom 1
839,1RV26ECE118,Ishita Shetty,ECE,B,9:15 AM - 10:30 AM,,,bt
840,1RV26ECE119,Pooja Kumar,ECE,A,9:15 AM - 10:30 AM,10:30 AM - 11:00 AM,11:00 AM - 11:45 AM,classroom 1
841,1RV26ECE120,Harini Joshi,ECE,B,9:15 AM - 10:30 AM,,,bt
842,1RV26ECE121,Ritvik Yadav,ECE,B,9:15 AM - 10:30 AM,,,classroom 3
843,1RV26ECE122,Vaishnavi Gupta,ECE,A,9:15 AM - 10:30 AM,10:30 AM - 11:00 AM,11:00 AM - 11:45 AM,classroom 1
844,1RV26ECE123,Naveen Patil,ECE,B,9:15 AM - 10:30 AM,,,classroom 3
845,1RV26ECE124,Ritika Mishra,ECE,A,9:15 AM - 10:30 AM,10:30 AM - 11:00 AM,11:00 AM - 11:45 AM,classroom 1
846,1RV26ECE125,Meera Patil,ECE,B,9:15 AM - 10:30 AM,,,classroom 3
847,1RV26ECE126,Divya Kale,ECE,B,9:15 AM - 10:30 AM,,,classroom 3
848,1RV26ECE127,Madhav Das,ECE,A,9:15 AM - 10:30 AM,10:30 AM - 11:00 AM,11:00 AM - 11:45 AM,classroom 2
849,1RV26ECE128,Diya Singh,ECE,B,9:15 AM - 10:30 AM,,,classroom 3
850,1RV26ECE129,Charvi Yadav,ECE,B,9:15 AM - 10:30 AM,,,classroom 3
851,1RV26ECE130,Anika Kulkarni,ECE,A,9:15 AM - 10:30 AM,10:30 AM - 11:00 AM,11:00 AM - 11:45 AM,classroom 2
852,1RV26ECE131,Rahul Gupta,ECE,A,9:15 AM - 10:30 AM,10:30 AM - 11:00 AM,11:00 AM - 11:45 AM,classroom 2
853,1RV26ECE132,Sneha Jain,ECE,A,9:15 AM - 10:30 AM,10:30 AM - 11:00 AM,11:00 AM - 11:45 AM,classroom 2
854,1RV26ECE133,Charvi Rao,ECE,A,9:15 AM - 10:30 AM,10:30 AM - 11:00 AM,11:00 AM - 11:45 AM,classroom 2
855,1RV26ECE134,Rishi Singh,ECE,A,9:15 AM - 10:30 AM,10:30 AM - 11:00 AM,11:00 AM - 11:45 AM,classroom 2
856,1RV26ECE135,Sanjana Jain,ECE,A,9:15 AM - 10:30 AM,10:30 AM - 11:00 AM,11:00 AM - 11:45 AM,classroom 2
857,1RV26ECE136,Arjun Menon,ECE,A,9:15 AM - 10:30 AM,10:30 AM - 11:00 AM,11:00 AM - 11:45 AM,classroom 2
858,1RV26ECE137,Dev Singh,ECE,B,9:15 AM - 10:30 AM,,,classroom 3
859,1RV26ECE138,Madhav Hegde,ECE,B,9:15 AM - 10:30 AM,,,classroom 3
860,1RV26EEE001,Pooja Gowda,EEE,B,9:15 AM - 10:30 AM,,,civil
861,1RV26EEE002,Anirudh Jain,EEE,B,9:15 AM - 10:30 AM,,,civil
862,1RV26EEE003,Arjun Pawar,EEE,A,9:15 AM - 10:30 AM,10:30 AM - 11:00 AM,11:00 AM - 11:45 AM,ece
863,1RV26EEE004,Aarohi Nair,EEE,B,9:15 AM - 10:30 AM,,,civil
864,1RV26EEE005,Varun Kulkarni,EEE,B,9:15 AM - 10:30 AM,,,civil
865,1RV26EEE006,Rahul Kale,EEE,A,9:15 AM - 10:30 AM,10:30 AM - 11:00 AM,11:00 AM - 11:45 AM,ece
866,1RV26EEE007,Yash Kumar,EEE,B,9:15 AM - 10:30 AM,,,chemical
867,1RV26EEE008,Sneha Menon,EEE,A,9:15 AM - 10:30 AM,10:30 AM - 11:00 AM,11:00 AM - 11:45 AM,ece
868,1RV26EEE009,Harini Kumar,EEE,B,9:15 AM - 10:30 AM,,,chemical
869,1RV26EEE010,Sanjana Sharma,EEE,A,9:15 AM - 10:30 AM,10:30 AM - 11:00 AM,11:00 AM - 11:45 AM,ece
870,1RV26EEE011,Kunal Patil,EEE,A,9:15 AM - 10:30 AM,10:30 AM - 11:00 AM,11:00 AM - 11:45 AM,ete
871,1RV26EEE012,Rishi Iyer,EEE,B,9:15 AM - 10:30 AM,,,mca
872,1RV26EEE013,Aarohi Mehta,EEE,B,9:15 AM - 10:30 AM,,,mca
873,1RV26EEE014,Neha Mehta,EEE,A,9:15 AM - 10:30 AM,10:30 AM - 11:00 AM,11:00 AM - 11:45 AM,ete
874,1RV26EEE015,Manya Nair,EEE,A,9:15 AM - 10:30 AM,10:30 AM - 11:00 AM,11:00 AM - 11:45 AM,ise
875,1RV26EEE016,Vihaan Soni,EEE,A,9:15 AM - 10:30 AM,10:30 AM - 11:00 AM,11:00 AM - 11:45 AM,ise
876,1RV26EEE017,Anirudh Reddy,EEE,A,9:15 AM - 10:30 AM,10:30 AM - 11:00 AM,11:00 AM - 11:45 AM,classroom 1
877,1RV26EEE018,Ritvik Gupta,EEE,B,9:15 AM - 10:30 AM,,,bt
878,1RV26EEE019,Madhav Naik,EEE,A,9:15 AM - 10:30 AM,10:30 AM - 11:00 AM,11:00 AM - 11:45 AM,classroom 2
879,1RV26EEE020,Dhruv Soni,EEE,B,9:15 AM - 10:30 AM,,,classroom 3
880,1RV26EEE021,Lakshmi Mehta,EEE,A,9:15 AM - 10:30 AM,10:30 AM - 11:00 AM,11:00 AM - 11:45 AM,classroom 1
881,1RV26EEE022,Divya Iyer,EEE,B,9:15 AM - 10:30 AM,,,bt
882,1RV26EEE023,Sahana Gupta,EEE,A,9:15 AM - 10:30 AM,10:30 AM - 11:00 AM,11:00 AM - 11:45 AM,classroom 2
883,1RV26ETE001,Charvi Shetty,ETE,A,9:15 AM - 10:30 AM,10:30 AM - 11:00 AM,11:00 AM - 11:45 AM,ece
884,1RV26ETE002,Manya Rao,ETE,A,9:15 AM - 10:30 AM,10:30 AM - 11:00 AM,11:00 AM - 11:45 AM,ece
885,1RV26ETE003,Ishan Mishra,ETE,A,9:15 AM - 10:30 AM,10:30 AM - 11:00 AM,11:00 AM - 11:45 AM,ece
886,1RV26ETE004,Karthik Gowda,ETE,A,9:15 AM - 10:30 AM,10:30 AM - 11:00 AM,11:00 AM - 11:45 AM,ece
887,1RV26ETE005,Tejas Yadav,ETE,A,9:15 AM - 10:30 AM,10:30 AM - 11:00 AM,11:00 AM - 11:45 AM,ete
888,1RV26ETE006,Rachana Joshi,ETE,B,9:15 AM - 10:30 AM,,,civil
889,1RV26ETE007,Aditi Naik,ETE,B,9:15 AM - 10:30 AM,,,civil
890,1RV26ETE008,Diya Sharma,ETE,B,9:15 AM - 10:30 AM,,,chemical
891,1RV26ETE009,Aarav Jain,ETE,B,9:15 AM - 10:30 AM,,,civil
892,1RV26ETE010,Aryan Jain,ETE,A,9:15 AM - 10:30 AM,10:30 AM - 11:00 AM,11:00 AM - 11:45 AM,ise
893,1RV26ETE011,Ritika Mishra,ETE,B,9:15 AM - 10:30 AM,,,mca
894,1RV26ETE012,Harini Das,ETE,A,9:15 AM - 10:30 AM,10:30 AM - 11:00 AM,11:00 AM - 11:45 AM,ete
895,1RV26ETE013,Kavya Gowda,ETE,A,9:15 AM - 10:30 AM,10:30 AM - 11:00 AM,11:00 AM - 11:45 AM,ise
896,1RV26ETE014,Varun Kulkarni,ETE,B,9:15 AM - 10:30 AM,,,civil
897,1RV26ETE015,Aditi Yadav,ETE,B,9:15 AM - 10:30 AM,,,bt
898,1RV26ETE016,Lakshmi Verma,ETE,A,9:15 AM - 10:30 AM,10:30 AM - 11:00 AM,11:00 AM - 11:45 AM,ise
899,1RV26ETE017,Aditya Soni,ETE,B,9:15 AM - 10:30 AM,,,chemical
900,1RV26ETE018,Pranav Gupta,ETE,A,9:15 AM - 10:30 AM,10:30 AM - 11:00 AM,11:00 AM - 11:45 AM,ise
901,1RV26ETE019,Nikhil Mehta,ETE,B,9:15 AM - 10:30 AM,,,mca
902,1RV26ETE020,Harini Naik,ETE,A,9:15 AM - 10:30 AM,10:30 AM - 11:00 AM,11:00 AM - 11:45 AM,classroom 1
903,1RV26ETE021,Rahul Naik,ETE,B,9:15 AM - 10:30 AM,,,bt
904,1RV26ETE022,Divya Pawar,ETE,A,9:15 AM - 10:30 AM,10:30 AM - 11:00 AM,11:00 AM - 11:45 AM,classroom 2
905,1RV26ETE023,Anirudh Reddy,ETE,B,9:15 AM - 10:30 AM,,,bt
906,1RV26ETE024,Dev Gupta,ETE,A,9:15 AM - 10:30 AM,10:30 AM - 11:00 AM,11:00 AM - 11:45 AM,classroom 1
907,1RV26ETE025,Aryan Soni,ETE,B,9:15 AM - 10:30 AM,,,classroom 3
908,1RV26ETE026,Anjali Iyer,ETE,B,9:15 AM - 10:30 AM,,,bt
909,1RV26ETE027,Bhavana Pandey,ETE,B,9:15 AM - 10:30 AM,,,classroom 3
910,1RV26ETE028,Siddharth Menon,ETE,A,9:15 AM - 10:30 AM,10:30 AM - 11:00 AM,11:00 AM - 11:45 AM,classroom 2
911,1RV26IEM001,Ritika Kale,IEM,A,9:15 AM - 10:30 AM,10:30 AM - 11:00 AM,11:00 AM - 11:45 AM,ece
912,1RV26IEM002,Kavya Yadav,IEM,A,9:15 AM - 10:30 AM,10:30 AM - 11:00 AM,11:00 AM - 11:45 AM,ece
913,1RV26IEM003,Arjun Das,IEM,B,9:15 AM - 10:30 AM,,,civil
914,1RV26IEM004,Pranav Gowda,IEM,B,9:15 AM - 10:30 AM,,,civil
915,1RV26IEM005,Vishal Bhat,IEM,A,9:15 AM - 10:30 AM,10:30 AM - 11:00 AM,11:00 AM - 11:45 AM,ece
916,1RV26IEM006,Vishal Pawar,IEM,A,9:15 AM - 10:30 AM,10:30 AM - 11:00 AM,11:00 AM - 11:45 AM,ece
917,1RV26IEM007,Aditi Gupta,IEM,A,9:15 AM - 10:30 AM,10:30 AM - 11:00 AM,11:00 AM - 11:45 AM,ece
918,1RV26IEM008,Harini Mehta,IEM,B,9:15 AM - 10:30 AM,,,civil
919,1RV26IEM009,Anirudh Pandey,IEM,B,9:15 AM - 10:30 AM,,,civil
920,1RV26IEM010,Pranav Singh,IEM,A,9:15 AM - 10:30 AM,10:30 AM - 11:00 AM,11:00 AM - 11:45 AM,ece
921,1RV26IEM011,Aryan Kulkarni,IEM,A,9:15 AM - 10:30 AM,10:30 AM - 11:00 AM,11:00 AM - 11:45 AM,ete
